date,entity,entity_type,value
2025-08-04,metal-keychain,product_type,62.1
2025-08-11,metal-keychain,product_type,59.7
2025-08-18,metal-keychain,product_type,55.5
2025-08-25,metal-keychain,product_type,63.9
2025-09-01,metal-keychain,product_type,45.0
2025-09-08,metal-keychain,product_type,52.5
2025-09-15,metal-keychain,product_type,54.7
2025-09-22,metal-keychain,product_type,56.8
2025-09-29,metal-keychain,product_type,47.9
2025-10-06,metal-keychain,product_type,49.4
2025-10-13,metal-keychain,product_type,54.3
2025-10-20,metal-keychain,product_type,54.6
2025-10-27,metal-keychain,product_type,55.0
2025-11-03,metal-keychain,product_type,58.7
2025-11-10,metal-keychain,product_type,49.6
2025-11-17,metal-keychain,product_type,52.3
2025-11-24,metal-keychain,product_type,50.2
2025-12-01,metal-keychain,product_type,45.4
2025-12-08,metal-keychain,product_type,51.1
2025-12-15,metal-keychain,product_type,45.4
2025-12-22,metal-keychain,product_type,49.9
2025-12-29,metal-keychain,product_type,47.1
2026-01-05,metal-keychain,product_type,52.9
2026-01-12,metal-keychain,product_type,49.3
2026-01-19,metal-keychain,product_type,46.4
2026-01-26,metal-keychain,product_type,54.4
2026-02-02,metal-keychain,product_type,50.2
2026-02-09,metal-keychain,product_type,50.8
2026-02-16,metal-keychain,product_type,49.2
2026-02-23,metal-keychain,product_type,55.7
2026-03-02,metal-keychain,product_type,55.0
2026-03-09,metal-keychain,product_type,52.4
2026-03-16,metal-keychain,product_type,48.5
2026-03-23,metal-keychain,product_type,61.9
2026-03-30,metal-keychain,product_type,60.3
2026-04-06,metal-keychain,product_type,67.8
2026-04-13,metal-keychain,product_type,61.4
2026-04-20,metal-keychain,product_type,62.1
2026-04-27,metal-keychain,product_type,64.9
2026-05-04,metal-keychain,product_type,80.1
2026-05-11,metal-keychain,product_type,79.9
2026-05-18,metal-keychain,product_type,87.3
2026-05-25,metal-keychain,product_type,82.9
2026-06-01,metal-keychain,product_type,91.8
2026-06-08,metal-keychain,product_type,98.1
2026-06-15,metal-keychain,product_type,93.7
2026-06-22,metal-keychain,product_type,89.6
2026-06-29,metal-keychain,product_type,92.2
2026-07-06,metal-keychain,product_type,82.1
2026-07-13,metal-keychain,product_type,84.4
2026-07-20,metal-keychain,product_type,84.3
2026-07-27,metal-keychain,product_type,87.6
2026-08-03,metal-keychain,product_type,64.0
2026-08-10,metal-keychain,product_type,63.4
2026-08-17,metal-keychain,product_type,68.6
2024-08-26,leather-keychain,product_type,53.3
2024-09-02,leather-keychain,product_type,42.5
2024-09-09,leather-keychain,product_type,44.0
2024-09-16,leather-keychain,product_type,41.6
2024-09-23,leather-keychain,product_type,39.5
2024-09-30,leather-keychain,product_type,49.5
2024-10-07,leather-keychain,product_type,39.7
2024-10-14,leather-keychain,product_type,42.1
2024-10-21,leather-keychain,product_type,36.6
2024-10-28,leather-keychain,product_type,43.3
2024-11-04,leather-keychain,product_type,37.2
2024-11-11,leather-keychain,product_type,45.8
2024-11-18,leather-keychain,product_type,46.1
2024-11-25,leather-keychain,product_type,42.3
2024-12-02,leather-keychain,product_type,40.9
2024-12-09,leather-keychain,product_type,39.9
2024-12-16,leather-keychain,product_type,40.3
2024-12-23,leather-keychain,product_type,41.6
2024-12-30,leather-keychain,product_type,40.5
2025-01-06,leather-keychain,product_type,43.1
2025-01-13,leather-keychain,product_type,37.3
2025-01-20,leather-keychain,product_type,44.6
2025-01-27,leather-keychain,product_type,38.7
2025-02-03,leather-keychain,product_type,37.8
2025-02-10,leather-keychain,product_type,41.0
2025-02-17,leather-keychain,product_type,41.2
2025-02-24,leather-keychain,product_type,34.6
2025-03-03,leather-keychain,product_type,39.7
2025-03-10,leather-keychain,product_type,34.6
2025-03-17,leather-keychain,product_type,39.0
2025-03-24,leather-keychain,product_type,39.0
2025-03-31,leather-keychain,product_type,41.7
2025-04-07,leather-keychain,product_type,45.1
2025-04-14,leather-keychain,product_type,45.7
2025-04-21,leather-keychain,product_type,51.2
2025-04-28,leather-keychain,product_type,53.4
2025-05-05,leather-keychain,product_type,58.4
2025-05-12,leather-keychain,product_type,64.1
2025-05-19,leather-keychain,product_type,62.1
2025-05-26,leather-keychain,product_type,55.6
2025-06-02,leather-keychain,product_type,67.1
2025-06-09,leather-keychain,product_type,60.3
2025-06-16,leather-keychain,product_type,70.2
2025-06-23,leather-keychain,product_type,65.8
2025-06-30,leather-keychain,product_type,69.3
2025-07-07,leather-keychain,product_type,67.8
2025-07-14,leather-keychain,product_type,64.8
2025-07-21,leather-keychain,product_type,57.6
2025-07-28,leather-keychain,product_type,56.7
2025-08-04,leather-keychain,product_type,49.8
2025-08-11,leather-keychain,product_type,42.8
2025-08-18,leather-keychain,product_type,48.7
2025-08-25,leather-keychain,product_type,53.9
2025-09-01,leather-keychain,product_type,41.2
2025-09-08,leather-keychain,product_type,42.6
2025-09-15,leather-keychain,product_type,42.2
2025-09-22,leather-keychain,product_type,37.2
2025-09-29,leather-keychain,product_type,39.7
2025-10-06,leather-keychain,product_type,34.5
2025-10-13,leather-keychain,product_type,41.2
2025-10-20,leather-keychain,product_type,34.0
2025-10-27,leather-keychain,product_type,39.3
2025-11-03,leather-keychain,product_type,40.3
2025-11-10,leather-keychain,product_type,35.4
2025-11-17,leather-keychain,product_type,34.6
2025-11-24,leather-keychain,product_type,36.2
2025-12-01,leather-keychain,product_type,34.0
2025-12-08,leather-keychain,product_type,37.0
2025-12-15,leather-keychain,product_type,33.8
2025-12-22,leather-keychain,product_type,33.9
2025-12-29,leather-keychain,product_type,38.0
2026-01-05,leather-keychain,product_type,38.1
2026-01-12,leather-keychain,product_type,35.3
2026-01-19,leather-keychain,product_type,31.2
2026-01-26,leather-keychain,product_type,39.6
2026-02-02,leather-keychain,product_type,34.8
2026-02-09,leather-keychain,product_type,42.2
2026-02-16,leather-keychain,product_type,35.6
2026-02-23,leather-keychain,product_type,36.3
2026-03-02,leather-keychain,product_type,35.8
2026-03-09,leather-keychain,product_type,37.8
2026-03-16,leather-keychain,product_type,47.4
2026-03-23,leather-keychain,product_type,35.8
2026-03-30,leather-keychain,product_type,40.6
2026-04-06,leather-keychain,product_type,43.0
2026-04-13,leather-keychain,product_type,46.2
2026-04-20,leather-keychain,product_type,36.8
2026-04-27,leather-keychain,product_type,48.3
2026-05-04,leather-keychain,product_type,56.1
2026-05-11,leather-keychain,product_type,54.1
2026-05-18,leather-keychain,product_type,57.5
2026-05-25,leather-keychain,product_type,55.1
2026-06-01,leather-keychain,product_type,59.0
2026-06-08,leather-keychain,product_type,55.1
2026-06-15,leather-keychain,product_type,67.7
2026-06-22,leather-keychain,product_type,61.4
2026-06-29,leather-keychain,product_type,60.1
2026-07-06,leather-keychain,product_type,52.4
2026-07-13,leather-keychain,product_type,58.3
2026-07-20,leather-keychain,product_type,52.3
2026-07-27,leather-keychain,product_type,55.6
2026-08-03,leather-keychain,product_type,40.2
2026-08-10,leather-keychain,product_type,37.4
2026-08-17,leather-keychain,product_type,43.7
2024-08-26,garden-stone,product_type,77.2
2024-09-02,garden-stone,product_type,68.5
2024-09-09,garden-stone,product_type,70.6
2024-09-16,garden-stone,product_type,71.2
2024-09-23,garden-stone,product_type,72.5
2024-09-30,garden-stone,product_type,77.3
2024-10-07,garden-stone,product_type,70.2
2024-10-14,garden-stone,product_type,70.4
2024-10-21,garden-stone,product_type,71.1
2024-10-28,garden-stone,product_type,69.0
2024-11-04,garden-stone,product_type,66.9
2024-11-11,garden-stone,product_type,72.6
2024-11-18,garden-stone,product_type,74.0
2024-11-25,garden-stone,product_type,72.6
2024-12-02,garden-stone,product_type,72.6
2024-12-09,garden-stone,product_type,70.3
2024-12-16,garden-stone,product_type,74.0
2024-12-23,garden-stone,product_type,73.9
2024-12-30,garden-stone,product_type,75.1
2025-01-06,garden-stone,product_type,75.2
2025-01-13,garden-stone,product_type,75.6
2025-01-20,garden-stone,product_type,78.6
2025-01-27,garden-stone,product_type,76.5
2025-02-03,garden-stone,product_type,80.2
2025-02-10,garden-stone,product_type,73.7
2025-02-17,garden-stone,product_type,82.3
2025-02-24,garden-stone,product_type,78.5
2025-03-03,garden-stone,product_type,97.6
2025-03-10,garden-stone,product_type,93.8
2025-03-17,garden-stone,product_type,104.1
2025-03-24,garden-stone,product_type,90.7
2025-03-31,garden-stone,product_type,102.8
2025-04-07,garden-stone,product_type,138.0
2025-04-14,garden-stone,product_type,131.4
2025-04-21,garden-stone,product_type,143.5
2025-04-28,garden-stone,product_type,139.3
2025-05-05,garden-stone,product_type,155.2
2025-05-12,garden-stone,product_type,161.4
2025-05-19,garden-stone,product_type,164.7
2025-05-26,garden-stone,product_type,168.7
2025-06-02,garden-stone,product_type,138.4
2025-06-09,garden-stone,product_type,132.0
2025-06-16,garden-stone,product_type,144.7
2025-06-23,garden-stone,product_type,142.2
2025-06-30,garden-stone,product_type,134.3
2025-07-07,garden-stone,product_type,103.0
2025-07-14,garden-stone,product_type,103.6
2025-07-21,garden-stone,product_type,101.6
2025-07-28,garden-stone,product_type,100.3
2025-08-04,garden-stone,product_type,82.5
2025-08-11,garden-stone,product_type,83.5
2025-08-18,garden-stone,product_type,85.8
2025-08-25,garden-stone,product_type,87.3
2025-09-01,garden-stone,product_type,74.7
2025-09-08,garden-stone,product_type,82.1
2025-09-15,garden-stone,product_type,83.0
2025-09-22,garden-stone,product_type,82.2
2025-09-29,garden-stone,product_type,80.7
2025-10-06,garden-stone,product_type,86.0
2025-10-13,garden-stone,product_type,85.9
2025-10-20,garden-stone,product_type,81.0
2025-10-27,garden-stone,product_type,82.1
2025-11-03,garden-stone,product_type,84.8
2025-11-10,garden-stone,product_type,86.6
2025-11-17,garden-stone,product_type,80.5
2025-11-24,garden-stone,product_type,80.0
2025-12-01,garden-stone,product_type,84.1
2025-12-08,garden-stone,product_type,80.2
2025-12-15,garden-stone,product_type,77.9
2025-12-22,garden-stone,product_type,81.5
2025-12-29,garden-stone,product_type,85.4
2026-01-05,garden-stone,product_type,89.4
2026-01-12,garden-stone,product_type,82.8
2026-01-19,garden-stone,product_type,84.8
2026-01-26,garden-stone,product_type,85.8
2026-02-02,garden-stone,product_type,87.9
2026-02-09,garden-stone,product_type,87.9
2026-02-16,garden-stone,product_type,91.3
2026-02-23,garden-stone,product_type,86.9
2026-03-02,garden-stone,product_type,108.6
2026-03-09,garden-stone,product_type,110.5
2026-03-16,garden-stone,product_type,112.4
2026-03-23,garden-stone,product_type,107.1
2026-03-30,garden-stone,product_type,111.5
2026-04-06,garden-stone,product_type,151.6
2026-04-13,garden-stone,product_type,153.8
2026-04-20,garden-stone,product_type,158.6
2026-04-27,garden-stone,product_type,156.3
2026-05-04,garden-stone,product_type,189.3
2026-05-11,garden-stone,product_type,184.5
2026-05-18,garden-stone,product_type,188.1
2026-05-25,garden-stone,product_type,188.0
2026-06-01,garden-stone,product_type,158.3
2026-06-08,garden-stone,product_type,154.8
2026-06-15,garden-stone,product_type,158.8
2026-06-22,garden-stone,product_type,157.9
2026-06-29,garden-stone,product_type,158.1
2026-07-06,garden-stone,product_type,116.0
2026-07-13,garden-stone,product_type,111.5
2026-07-20,garden-stone,product_type,113.5
2026-07-27,garden-stone,product_type,113.3
2026-08-03,garden-stone,product_type,94.6
2026-08-10,garden-stone,product_type,93.3
2026-08-17,garden-stone,product_type,93.7
2024-08-26,wind-chime,product_type,50.5
2024-09-02,wind-chime,product_type,46.6
2024-09-09,wind-chime,product_type,48.0
2024-09-16,wind-chime,product_type,44.7
2024-09-23,wind-chime,product_type,45.7
2024-09-30,wind-chime,product_type,54.3
2024-10-07,wind-chime,product_type,45.9
2024-10-14,wind-chime,product_type,41.8
2024-10-21,wind-chime,product_type,49.2
2024-10-28,wind-chime,product_type,46.1
2024-11-04,wind-chime,product_type,49.0
2024-11-11,wind-chime,product_type,48.0
2024-11-18,wind-chime,product_type,50.0
2024-11-25,wind-chime,product_type,48.1
2024-12-02,wind-chime,product_type,47.8
2024-12-09,wind-chime,product_type,52.0
2024-12-16,wind-chime,product_type,41.9
2024-12-23,wind-chime,product_type,44.7
2024-12-30,wind-chime,product_type,46.2
2025-01-06,wind-chime,product_type,43.9
2025-01-13,wind-chime,product_type,47.6
2025-01-20,wind-chime,product_type,47.4
2025-01-27,wind-chime,product_type,52.1
2025-02-03,wind-chime,product_type,51.2
2025-02-10,wind-chime,product_type,50.9
2025-02-17,wind-chime,product_type,50.4
2025-02-24,wind-chime,product_type,48.5
2025-03-03,wind-chime,product_type,64.9
2025-03-10,wind-chime,product_type,65.9
2025-03-17,wind-chime,product_type,58.7
2025-03-24,wind-chime,product_type,67.3
2025-03-31,wind-chime,product_type,60.5
2025-04-07,wind-chime,product_type,82.8
2025-04-14,wind-chime,product_type,86.5
2025-04-21,wind-chime,product_type,86.9
2025-04-28,wind-chime,product_type,85.1
2025-05-05,wind-chime,product_type,98.5
2025-05-12,wind-chime,product_type,103.1
2025-05-19,wind-chime,product_type,97.9
2025-05-26,wind-chime,product_type,99.6
2025-06-02,wind-chime,product_type,90.9
2025-06-09,wind-chime,product_type,81.9
2025-06-16,wind-chime,product_type,84.6
2025-06-23,wind-chime,product_type,89.2
2025-06-30,wind-chime,product_type,87.8
2025-07-07,wind-chime,product_type,66.2
2025-07-14,wind-chime,product_type,59.6
2025-07-21,wind-chime,product_type,64.6
2025-07-28,wind-chime,product_type,62.9
2025-08-04,wind-chime,product_type,59.8
2025-08-11,wind-chime,product_type,55.5
2025-08-18,wind-chime,product_type,53.1
2025-08-25,wind-chime,product_type,54.1
2025-09-01,wind-chime,product_type,51.1
2025-09-08,wind-chime,product_type,53.1
2025-09-15,wind-chime,product_type,48.5
2025-09-22,wind-chime,product_type,55.2
2025-09-29,wind-chime,product_type,47.2
2025-10-06,wind-chime,product_type,51.6
2025-10-13,wind-chime,product_type,48.6
2025-10-20,wind-chime,product_type,51.3
2025-10-27,wind-chime,product_type,54.1
2025-11-03,wind-chime,product_type,46.1
2025-11-10,wind-chime,product_type,50.8
2025-11-17,wind-chime,product_type,47.0
2025-11-24,wind-chime,product_type,50.6
2025-12-01,wind-chime,product_type,47.1
2025-12-08,wind-chime,product_type,52.0
2025-12-15,wind-chime,product_type,50.3
2025-12-22,wind-chime,product_type,53.9
2025-12-29,wind-chime,product_type,55.4
2026-01-05,wind-chime,product_type,52.1
2026-01-12,wind-chime,product_type,54.8
2026-01-19,wind-chime,product_type,56.3
2026-01-26,wind-chime,product_type,49.4
2026-02-02,wind-chime,product_type,58.9
2026-02-09,wind-chime,product_type,54.5
2026-02-16,wind-chime,product_type,51.8
2026-02-23,wind-chime,product_type,55.7
2026-03-02,wind-chime,product_type,65.8
2026-03-09,wind-chime,product_type,61.9
2026-03-16,wind-chime,product_type,62.9
2026-03-23,wind-chime,product_type,71.1
2026-03-30,wind-chime,product_type,67.1
2026-04-06,wind-chime,product_type,94.6
2026-04-13,wind-chime,product_type,89.0
2026-04-20,wind-chime,product_type,88.0
2026-04-27,wind-chime,product_type,85.4
2026-05-04,wind-chime,product_type,108.4
2026-05-11,wind-chime,product_type,106.8
2026-05-18,wind-chime,product_type,104.5
2026-05-25,wind-chime,product_type,103.4
2026-06-01,wind-chime,product_type,94.3
2026-06-08,wind-chime,product_type,90.5
2026-06-15,wind-chime,product_type,90.6
2026-06-22,wind-chime,product_type,89.4
2026-06-29,wind-chime,product_type,90.1
2026-07-06,wind-chime,product_type,69.0
2026-07-13,wind-chime,product_type,63.1
2026-07-20,wind-chime,product_type,67.7
2026-07-27,wind-chime,product_type,70.4
2026-08-03,wind-chime,product_type,55.9
2026-08-10,wind-chime,product_type,59.4
2026-08-17,wind-chime,product_type,60.3
2024-08-26,garden-flag,product_type,47.2
2024-09-02,garden-flag,product_type,42.5
2024-09-09,garden-flag,product_type,43.8
2024-09-16,garden-flag,product_type,44.8
2024-09-23,garden-flag,product_type,42.3
2024-09-30,garden-flag,product_type,42.0
2024-10-07,garden-flag,product_type,41.7
2024-10-14,garden-flag,product_type,50.9
2024-10-21,garden-flag,product_type,42.3
2024-10-28,garden-flag,product_type,46.2
2024-11-04,garden-flag,product_type,40.3
2024-11-11,garden-flag,product_type,47.9
2024-11-18,garden-flag,product_type,41.5
2024-11-25,garden-flag,product_type,42.7
2024-12-02,garden-flag,product_type,37.1
2024-12-09,garden-flag,product_type,45.8
2024-12-16,garden-flag,product_type,46.4
2024-12-23,garden-flag,product_type,38.7
2024-12-30,garden-flag,product_type,45.6
2025-01-06,garden-flag,product_type,40.2
2025-01-13,garden-flag,product_type,46.0
2025-01-20,garden-flag,product_type,43.1
2025-01-27,garden-flag,product_type,47.8
2025-02-03,garden-flag,product_type,55.0
2025-02-10,garden-flag,product_type,56.8
2025-02-17,garden-flag,product_type,57.6
2025-02-24,garden-flag,product_type,52.8
2025-03-03,garden-flag,product_type,75.6
2025-03-10,garden-flag,product_type,72.1
2025-03-17,garden-flag,product_type,74.3
2025-03-24,garden-flag,product_type,80.7
2025-03-31,garden-flag,product_type,76.9
2025-04-07,garden-flag,product_type,84.9
2025-04-14,garden-flag,product_type,92.6
2025-04-21,garden-flag,product_type,88.6
2025-04-28,garden-flag,product_type,89.7
2025-05-05,garden-flag,product_type,74.9
2025-05-12,garden-flag,product_type,74.5
2025-05-19,garden-flag,product_type,67.0
2025-05-26,garden-flag,product_type,76.0
2025-06-02,garden-flag,product_type,44.5
2025-06-09,garden-flag,product_type,54.2
2025-06-16,garden-flag,product_type,51.2
2025-06-23,garden-flag,product_type,53.3
2025-06-30,garden-flag,product_type,51.1
2025-07-07,garden-flag,product_type,43.7
2025-07-14,garden-flag,product_type,40.5
2025-07-21,garden-flag,product_type,41.2
2025-07-28,garden-flag,product_type,41.4
2025-08-04,garden-flag,product_type,43.7
2025-08-11,garden-flag,product_type,39.7
2025-08-18,garden-flag,product_type,33.8
2025-08-25,garden-flag,product_type,35.9
2025-09-01,garden-flag,product_type,39.1
2025-09-08,garden-flag,product_type,40.9
2025-09-15,garden-flag,product_type,34.8
2025-09-22,garden-flag,product_type,43.6
2025-09-29,garden-flag,product_type,37.3
2025-10-06,garden-flag,product_type,37.9
2025-10-13,garden-flag,product_type,32.7
2025-10-20,garden-flag,product_type,39.7
2025-10-27,garden-flag,product_type,34.9
2025-11-03,garden-flag,product_type,33.9
2025-11-10,garden-flag,product_type,35.0
2025-11-17,garden-flag,product_type,40.0
2025-11-24,garden-flag,product_type,37.1
2025-12-01,garden-flag,product_type,33.1
2025-12-08,garden-flag,product_type,34.1
2025-12-15,garden-flag,product_type,39.7
2025-12-22,garden-flag,product_type,34.7
2025-12-29,garden-flag,product_type,36.9
2026-01-05,garden-flag,product_type,39.4
2026-01-12,garden-flag,product_type,26.6
2026-01-19,garden-flag,product_type,40.5
2026-01-26,garden-flag,product_type,34.0
2026-02-02,garden-flag,product_type,44.2
2026-02-09,garden-flag,product_type,49.7
2026-02-16,garden-flag,product_type,49.3
2026-02-23,garden-flag,product_type,46.2
2026-03-02,garden-flag,product_type,65.2
2026-03-09,garden-flag,product_type,65.7
2026-03-16,garden-flag,product_type,66.8
2026-03-23,garden-flag,product_type,66.9
2026-03-30,garden-flag,product_type,62.3
2026-04-06,garden-flag,product_type,70.9
2026-04-13,garden-flag,product_type,72.0
2026-04-20,garden-flag,product_type,72.9
2026-04-27,garden-flag,product_type,72.0
2026-05-04,garden-flag,product_type,57.8
2026-05-11,garden-flag,product_type,61.9
2026-05-18,garden-flag,product_type,55.6
2026-05-25,garden-flag,product_type,60.3
2026-06-01,garden-flag,product_type,42.8
2026-06-08,garden-flag,product_type,42.5
2026-06-15,garden-flag,product_type,44.5
2026-06-22,garden-flag,product_type,44.0
2026-06-29,garden-flag,product_type,48.3
2026-07-06,garden-flag,product_type,31.8
2026-07-13,garden-flag,product_type,34.1
2026-07-20,garden-flag,product_type,33.8
2026-07-27,garden-flag,product_type,33.5
2026-08-03,garden-flag,product_type,27.4
2026-08-10,garden-flag,product_type,27.5
2026-08-17,garden-flag,product_type,30.9
2024-08-26,pet-tag,product_type,58.4
2024-09-02,pet-tag,product_type,57.1
2024-09-09,pet-tag,product_type,56.3
2024-09-16,pet-tag,product_type,57.5
2024-09-23,pet-tag,product_type,61.9
2024-09-30,pet-tag,product_type,55.4
2024-10-07,pet-tag,product_type,53.0
2024-10-14,pet-tag,product_type,48.8
2024-10-21,pet-tag,product_type,49.3
2024-10-28,pet-tag,product_type,52.1
2024-11-04,pet-tag,product_type,46.1
2024-11-11,pet-tag,product_type,44.3
2024-11-18,pet-tag,product_type,46.0
2024-11-25,pet-tag,product_type,41.9
2024-12-02,pet-tag,product_type,47.6
2024-12-09,pet-tag,product_type,37.2
2024-12-16,pet-tag,product_type,49.3
2024-12-23,pet-tag,product_type,48.6
2024-12-30,pet-tag,product_type,51.6
2025-01-06,pet-tag,product_type,53.4
2025-01-13,pet-tag,product_type,49.7
2025-01-20,pet-tag,product_type,45.1
2025-01-27,pet-tag,product_type,53.6
2025-02-03,pet-tag,product_type,43.6
2025-02-10,pet-tag,product_type,41.6
2025-02-17,pet-tag,product_type,52.9
2025-02-24,pet-tag,product_type,49.3
2025-03-03,pet-tag,product_type,41.9
2025-03-10,pet-tag,product_type,43.6
2025-03-17,pet-tag,product_type,49.4
2025-03-24,pet-tag,product_type,45.2
2025-03-31,pet-tag,product_type,45.7
2025-04-07,pet-tag,product_type,54.0
2025-04-14,pet-tag,product_type,54.6
2025-04-21,pet-tag,product_type,48.7
2025-04-28,pet-tag,product_type,47.9
2025-05-05,pet-tag,product_type,52.1
2025-05-12,pet-tag,product_type,47.8
2025-05-19,pet-tag,product_type,42.8
2025-05-26,pet-tag,product_type,41.3
2025-06-02,pet-tag,product_type,53.6
2025-06-09,pet-tag,product_type,56.6
2025-06-16,pet-tag,product_type,54.1
2025-06-23,pet-tag,product_type,56.6
2025-06-30,pet-tag,product_type,57.0
2025-07-07,pet-tag,product_type,67.5
2025-07-14,pet-tag,product_type,64.0
2025-07-21,pet-tag,product_type,64.4
2025-07-28,pet-tag,product_type,63.6
2025-08-04,pet-tag,product_type,68.6
2025-08-11,pet-tag,product_type,64.8
2025-08-18,pet-tag,product_type,73.2
2025-08-25,pet-tag,product_type,68.6
2025-09-01,pet-tag,product_type,62.9
2025-09-08,pet-tag,product_type,62.7
2025-09-15,pet-tag,product_type,60.5
2025-09-22,pet-tag,product_type,64.4
2025-09-29,pet-tag,product_type,66.3
2025-10-06,pet-tag,product_type,53.6
2025-10-13,pet-tag,product_type,58.9
2025-10-20,pet-tag,product_type,54.8
2025-10-27,pet-tag,product_type,51.4
2025-11-03,pet-tag,product_type,55.9
2025-11-10,pet-tag,product_type,52.5
2025-11-17,pet-tag,product_type,54.5
2025-11-24,pet-tag,product_type,54.7
2025-12-01,pet-tag,product_type,48.4
2025-12-08,pet-tag,product_type,49.7
2025-12-15,pet-tag,product_type,54.5
2025-12-22,pet-tag,product_type,57.0
2025-12-29,pet-tag,product_type,51.8
2026-01-05,pet-tag,product_type,49.7
2026-01-12,pet-tag,product_type,56.7
2026-01-19,pet-tag,product_type,49.9
2026-01-26,pet-tag,product_type,52.8
2026-02-02,pet-tag,product_type,50.7
2026-02-09,pet-tag,product_type,52.8
2026-02-16,pet-tag,product_type,49.3
2026-02-23,pet-tag,product_type,51.1
2026-03-02,pet-tag,product_type,50.4
2026-03-09,pet-tag,product_type,54.4
2026-03-16,pet-tag,product_type,53.0
2026-03-23,pet-tag,product_type,55.2
2026-03-30,pet-tag,product_type,50.2
2026-04-06,pet-tag,product_type,52.2
2026-04-13,pet-tag,product_type,54.8
2026-04-20,pet-tag,product_type,55.6
2026-04-27,pet-tag,product_type,48.8
2026-05-04,pet-tag,product_type,55.1
2026-05-11,pet-tag,product_type,51.8
2026-05-18,pet-tag,product_type,57.1
2026-05-25,pet-tag,product_type,60.0
2026-06-01,pet-tag,product_type,51.3
2026-06-08,pet-tag,product_type,57.2
2026-06-15,pet-tag,product_type,60.1
2026-06-22,pet-tag,product_type,59.4
2026-06-29,pet-tag,product_type,62.3
2026-07-06,pet-tag,product_type,69.7
2026-07-13,pet-tag,product_type,68.0
2026-07-20,pet-tag,product_type,66.6
2026-07-27,pet-tag,product_type,66.2
2026-08-03,pet-tag,product_type,73.8
2026-08-10,pet-tag,product_type,74.5
2026-08-17,pet-tag,product_type,77.4
2024-08-26,pet-bandana,product_type,86.2
2024-09-02,pet-bandana,product_type,68.3
2024-09-09,pet-bandana,product_type,67.3
2024-09-16,pet-bandana,product_type,68.2
2024-09-23,pet-bandana,product_type,68.7
2024-09-30,pet-bandana,product_type,68.2
2024-10-07,pet-bandana,product_type,64.7
2024-10-14,pet-bandana,product_type,66.9
2024-10-21,pet-bandana,product_type,59.3
2024-10-28,pet-bandana,product_type,66.2
2024-11-04,pet-bandana,product_type,63.3
2024-11-11,pet-bandana,product_type,61.8
2024-11-18,pet-bandana,product_type,65.9
2024-11-25,pet-bandana,product_type,60.9
2024-12-02,pet-bandana,product_type,62.4
2024-12-09,pet-bandana,product_type,61.6
2024-12-16,pet-bandana,product_type,61.5
2024-12-23,pet-bandana,product_type,62.7
2024-12-30,pet-bandana,product_type,61.5
2025-01-06,pet-bandana,product_type,62.8
2025-01-13,pet-bandana,product_type,59.5
2025-01-20,pet-bandana,product_type,59.6
2025-01-27,pet-bandana,product_type,59.5
2025-02-03,pet-bandana,product_type,60.5
2025-02-10,pet-bandana,product_type,64.7
2025-02-17,pet-bandana,product_type,60.3
2025-02-24,pet-bandana,product_type,63.7
2025-03-03,pet-bandana,product_type,62.8
2025-03-10,pet-bandana,product_type,60.7
2025-03-17,pet-bandana,product_type,66.0
2025-03-24,pet-bandana,product_type,64.3
2025-03-31,pet-bandana,product_type,62.2
2025-04-07,pet-bandana,product_type,63.6
2025-04-14,pet-bandana,product_type,64.2
2025-04-21,pet-bandana,product_type,59.4
2025-04-28,pet-bandana,product_type,61.5
2025-05-05,pet-bandana,product_type,73.4
2025-05-12,pet-bandana,product_type,67.3
2025-05-19,pet-bandana,product_type,69.9
2025-05-26,pet-bandana,product_type,71.0
2025-06-02,pet-bandana,product_type,97.9
2025-06-09,pet-bandana,product_type,91.2
2025-06-16,pet-bandana,product_type,92.6
2025-06-23,pet-bandana,product_type,86.9
2025-06-30,pet-bandana,product_type,90.5
2025-07-07,pet-bandana,product_type,94.8
2025-07-14,pet-bandana,product_type,99.2
2025-07-21,pet-bandana,product_type,101.8
2025-07-28,pet-bandana,product_type,96.1
2025-08-04,pet-bandana,product_type,90.9
2025-08-11,pet-bandana,product_type,91.2
2025-08-18,pet-bandana,product_type,88.0
2025-08-25,pet-bandana,product_type,87.4
2025-09-01,pet-bandana,product_type,70.7
2025-09-08,pet-bandana,product_type,71.9
2025-09-15,pet-bandana,product_type,72.0
2025-09-22,pet-bandana,product_type,74.5
2025-09-29,pet-bandana,product_type,71.5
2025-10-06,pet-bandana,product_type,69.8
2025-10-13,pet-bandana,product_type,69.9
2025-10-20,pet-bandana,product_type,65.8
2025-10-27,pet-bandana,product_type,64.1
2025-11-03,pet-bandana,product_type,61.9
2025-11-10,pet-bandana,product_type,64.5
2025-11-17,pet-bandana,product_type,65.1
2025-11-24,pet-bandana,product_type,63.0
2025-12-01,pet-bandana,product_type,62.3
2025-12-08,pet-bandana,product_type,64.6
2025-12-15,pet-bandana,product_type,63.8
2025-12-22,pet-bandana,product_type,61.9
2025-12-29,pet-bandana,product_type,64.0
2026-01-05,pet-bandana,product_type,61.9
2026-01-12,pet-bandana,product_type,61.5
2026-01-19,pet-bandana,product_type,63.8
2026-01-26,pet-bandana,product_type,62.1
2026-02-02,pet-bandana,product_type,61.7
2026-02-09,pet-bandana,product_type,67.0
2026-02-16,pet-bandana,product_type,62.8
2026-02-23,pet-bandana,product_type,69.5
